Collection site,name0,name1,Al1,Al2,Al3,Al4,Al5,Al6,Al7,Old prob,Cluster
20 Philip Rd Mona Vale,74.9SYD8,74.9,170,143,175,152,203,231,137,0.11314,PC2018
20 Philip Rd Mona Vale,141.9SYD8,141.9,170,143,175,152,203,231,137,0.11314,PC2018
430 Mona Vale Rd.,87.1SYD8,87.1,170,143,175,152,203,231,137,0.11314,PC2018
67-71 Eton St Sutherland,68.6SYD8,68.6,159,143,175,152,201,233,153,0.11486,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,24.19SYD8,24.19,159,143,175,152,201,233,153,0.11486,PC2018
430 Mona Vale Rd.,52.1SYD8,52.1,170,146,175,152,203,235,149,0.11494,PC2018
Ros House Woodland street,158.13SYD8,158.13,159,143,175,152,209,233,137,0.11769,PC2018
38 Park Ave Ashfield,122.12SYD8,122.12,168,143,175,152,201,235,137,0.12026,PC2018
67-71 Eton St Sutherland,60.6SYD8,60.6,168,143,175,152,201,235,137,0.12026,PC2018
7th Fourth Avenue Jannali,75.11SYD8,75.11,168,143,175,152,201,235,137,0.12026,PC2018
92 Griffiths St. balgowlah,70.18SYD8,70.18,168,143,175,152,201,235,137,0.12026,PC2018
1 Oberon Cresc,31.8SYD8,31.8,170,146,184,152,203,233,149,0.12051,PC2018
20 Philip Rd Mona Vale,64.9SYD8,64.9,168,143,175,150,203,233,149,0.12187,PC2018
7th Fourth Avenue Jannali,164.11SYD8,164.11,168,143,175,150,203,233,149,0.12187,PC2018
430 Mona Vale Rd.,54.1SYD8,54.1,170,143,184,154,203,233,149,0.12211,PC2018
430 Mona Vale Rd.,96.3SYD8,96.3,170,143,184,154,203,233,149,0.12211,PC2018
67-71 Eton St Sutherland,119.6SYD8,119.6,170,143,184,154,203,233,149,0.12211,PC2018
430 Mona Vale Rd.,11.1SYD8,11.1,168,143,184,152,201,233,137,0.12596,PC2018
430 Mona Vale Rd.,20.1SYD8,20.1,168,143,184,152,201,233,137,0.12596,PC2018
1 Oberon Cresc,5.8SYD8,5.8,170,143,175,152,201,235,153,0.12654,PC2018
67-71 Eton St Sutherland,61.6SYD8,61.6,170,143,175,152,201,235,153,0.12654,PC2018
20 Philip Rd Mona Vale,166.9SYD8,166.9,170,143,175,152,209,235,137,0.12951,PC2018
430 Mona Vale Rd.,35.3SYD8,35.3,170,143,175,152,209,235,137,0.12951,PC2018
67-71 Eton St Sutherland,8.6SYD8,8.6,170,143,175,152,209,235,137,0.12951,PC2018
67-71 Eton St Sutherland,106.6SYD8,106.6,170,143,175,152,209,235,137,0.12951,PC2018
1 Oberon Cresc,13.8SYD8,13.8,168,143,175,154,203,233,149,0.12963,PC2018
1 Oberon Cresc,67.8SYD8,67.8,170,143,175,152,206,233,149,0.13127,PC2018
20 Philip Rd Mona Vale,24.9SYD8,24.9,170,143,175,152,206,233,149,0.13127,PC2018
20 Philip Rd Mona Vale,110.9SYD8,110.9,170,143,175,152,206,233,149,0.13127,PC2018
20 Philip Rd Mona Vale,115.9SYD8,115.9,170,143,175,152,206,233,149,0.13127,PC2018
Ros House Woodland street,45.13SYD8,45.13,170,143,175,152,206,233,149,0.13127,PC2018
20 Philip Rd Mona Vale,84.9SYD8,84.9,170,143,181,152,203,233,149,0.13288,PC2018
8 Treatts Rd,11.5SYD8,11.5,159,143,184,152,201,231,149,0.13498,PC2018
20 Philip Rd Mona Vale,19.9SYD8,19.9,170,143,184,152,209,233,137,0.13543,PC2018
20 Philip Rd Mona Vale,97.9SYD8,97.9,170,143,184,152,209,233,137,0.13543,PC2018
7th Fourth Avenue Jannali,155.11SYD8,155.11,170,143,184,152,209,233,137,0.13543,PC2018
67-71 Eton St Sutherland,178.6SYD8,178.6,168,143,175,152,201,233,153,0.14022,PC2018
430 Mona Vale Rd.,78.3SYD8,78.3,170,146,175,154,201,233,149,0.14087,PC2018
20 Philip Rd Mona Vale,70.9SYD8,70.9,170,143,175,150,205,233,149,0.14559,PC2018
20 Philip Rd Mona Vale,96.9SYD8,96.9,170,143,175,150,205,233,149,0.14559,PC2018
20 Philip Rd Mona Vale,109.9SYD8,109.9,170,143,175,150,205,233,149,0.14559,PC2018
7th Fourth Avenue Jannali,150.11SYD8,150.11,170,143,175,150,205,233,149,0.14559,PC2018
67-71 Eton St Sutherland,179.6SYD8,179.6,170,143,175,150,203,233,137,0.14847,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,128.19SYD8,128.19,170,143,175,150,203,233,137,0.14847,PC2018
7th Fourth Avenue Jannali,154.11SYD8,154.11,170,143,175,152,209,233,153,0.1502,PC2018
1 Oberon Cresc,11.8SYD8,11.8,170,146,175,152,205,233,149,0.15225,PC2018
4 Goodlet St. Surry Hills,18.17SYD8,18.17,170,143,175,152,210,233,149,0.15395,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,33.19SYD8,33.19,170,143,175,152,210,233,149,0.15395,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,98.19SYD8,98.19,170,143,175,152,210,233,149,0.15395,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,150.19SYD8,150.19,170,143,175,152,210,233,149,0.15395,PC2018
38 Park Ave Ashfield,103.12SYD8,103.12,170,146,175,152,203,233,137,0.15519,PC2018
38 Park Ave Ashfield,108.12SYD8,108.12,170,146,175,152,203,233,137,0.15519,PC2018
7th Fourth Avenue Jannali,59.11SYD8,59.11,170,146,175,152,203,233,137,0.15519,PC2018
7th Fourth Avenue Jannali,10.11SYD8,10.11,170,143,175,154,203,233,137,0.15701,PC2018
7th Fourth Avenue Jannali,26.11SYD8,26.11,170,143,175,154,203,233,137,0.15701,PC2018
Ros House Woodland street,17.13SYD8,17.13,170,143,175,154,203,233,137,0.15701,PC2018
67-71 Eton St Sutherland,131.6SYD8,131.6,168,143,184,152,201,231,149,0.16235,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,58.19SYD8,58.19,168,143,184,152,201,231,149,0.16235,PC2018
20 Philip Rd Mona Vale,94.9SYD8,94.9,159,143,175,152,201,231,137,0.17149,PC2018
430 Mona Vale Rd.,73.3SYD8,73.3,170,143,184,152,209,231,149,0.17302,PC2018
4 Goodlet St. Surry Hills,11.7SYD8,11.7,159,143,184,150,201,233,149,0.17327,PC2018
7th Fourth Avenue Jannali,165.11SYD8,165.11,159,143,184,150,201,233,149,0.17327,PC2018
430 Mona Vale Rd.,13.3SYD8,13.3,159,143,175,154,201,235,149,0.1756,PC2018
38 Park Ave Ashfield,42.12SYD8,42.12,159,146,184,152,201,233,149,0.18046,PC2018
25 Strickland Ave.,17.4SYD8,17.4,168,143,175,152,209,231,149,0.18186,PC2018
25 Strickland Ave.,64.4SYD8,64.4,168,143,175,152,209,231,149,0.18186,PC2018
8 Treatts Rd,73.5SYD8,73.5,168,143,175,152,209,231,149,0.18186,PC2018
92 Griffiths St. balgowlah,154.18SYD8,154.18,168,143,175,152,209,231,149,0.18186,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,52.19SYD8,52.19,168,143,175,152,209,231,149,0.18186,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,180.19SYD8,180.19,168,143,175,152,209,231,149,0.18186,PC2018
7th Fourth Avenue Jannali,27.11SYD8,27.11,170,143,184,150,201,235,149,0.18741,PC2018
beauford Ave Ros parents,8.14SYD8,8.14,170,143,184,150,201,235,149,0.18741,PC2018
430 Mona Vale Rd.,6.3SYD8,6.3,170,143,175,150,203,231,149,0.18755,PC2018
430 Mona Vale Rd.,66.3SYD8,66.3,159,143,175,152,205,235,149,0.18813,PC2018
8 Treatts Rd,25.5SYD8,25.5,159,143,175,152,203,235,137,0.19135,PC2018
beauford Ave Ros parents,2.14SYD8,2.14,159,143,175,150,209,233,149,0.19331,PC2018
beauford Ave Ros parents,37.14SYD8,37.14,159,143,175,150,209,233,149,0.19331,PC2018
beauford Ave Ros parents,106.14SYD8,106.14,159,143,175,150,209,233,149,0.19331,PC2018
67-71 Eton St Sutherland,18.6SYD8,18.6,170,146,184,152,201,235,149,0.19484,PC2018
20 Philip Rd Mona Vale,159.9SYD8,159.9,170,146,175,152,203,231,149,0.19497,PC2018
20 Philip Rd Mona Vale,11.9SYD8,11.9,159,143,184,152,205,233,149,0.19513,PC2018
430 Mona Vale Rd.,38.3SYD8,38.3,168,143,175,150,201,235,149,0.19654,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,88.19SYD8,88.19,168,143,175,150,201,235,149,0.19654,PC2018
UNISYD,62.2SYD8,62.2,168,143,175,150,201,235,149,0.19654,PC2018
7th Fourth Avenue Jannali,84.11SYD8,84.11,170,143,184,154,201,235,149,0.19684,PC2018
430 Mona Vale Rd.,69.1SYD8,69.1,170,143,175,154,203,231,149,0.19698,PC2018
67-71 Eton St Sutherland,165.6SYD8,165.6,170,143,175,154,203,231,149,0.19698,PC2018
7th Fourth Avenue Jannali,81.11SYD8,81.11,159,143,184,152,203,233,137,0.19839,PC2018
UNISYD,51.2SYD8,51.2,159,146,175,152,209,233,149,0.20082,PC2018
92 Griffiths St. balgowlah,80.18SYD8,80.18,168,143,175,152,201,231,137,0.20175,PC2018
430 Mona Vale Rd.,1.1SYD8,1.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,7.1SYD8,7.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,18.1SYD8,18.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,33.1SYD8,33.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,41.1SYD8,41.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,55.1SYD8,55.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,61.1SYD8,61.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,78.1SYD8,78.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,88.1SYD8,88.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,93.1SYD8,93.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,98.1SYD8,98.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,100.1SYD8,100.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,101.1SYD8,101.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,118.1SYD8,118.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,125.1SYD8,125.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,132.1SYD8,132.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,144.1SYD8,144.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,145.1SYD8,145.1,159,143,175,154,209,233,149,0.20285,PC2018
430 Mona Vale Rd.,160.1SYD8,160.1,159,143,175,154,209,233,149,0.20285,PC2018
Ros House Woodland street,107.13SYD8,107.13,168,143,184,150,201,233,149,0.20366,PC2018
67-71 Eton St Sutherland,152.6SYD8,152.6,168,146,175,152,201,235,149,0.2041,PC2018
1 Oberon Cresc,33.8SYD8,33.8,168,143,175,154,201,235,149,0.20614,PC2018
beauford Ave Ros parents,21.14SYD8,21.14,168,143,175,154,201,235,149,0.20614,PC2018
beauford Ave Ros parents,33.14SYD8,33.14,168,143,175,154,201,235,149,0.20614,PC2018
67-71 Eton St Sutherland,136.6SYD8,136.6,170,143,175,150,209,235,149,0.20806,PC2018
4 Goodlet St. Surry Hills,6.7SYD8,6.7,170,143,175,152,201,231,153,0.20966,PC2018
4 Goodlet St. Surry Hills,8.7SYD8,8.7,170,143,175,152,201,231,153,0.20966,PC2018
430 Mona Vale Rd.,47.3SYD8,47.3,170,143,175,152,201,231,153,0.20966,PC2018
8 Treatts Rd,100.5SYD8,100.5,170,143,175,152,201,231,153,0.20966,PC2018
20 Philip Rd Mona Vale,62.9SYD8,62.9,170,143,184,152,205,235,149,0.20993,PC2018
67-71 Eton St Sutherland,120.6SYD8,120.6,170,143,184,152,205,235,149,0.20993,PC2018
7th Fourth Avenue Jannali,39.11SYD8,39.11,170,143,184,152,205,235,149,0.20993,PC2018
7th Fourth Avenue Jannali,101.11SYD8,101.11,170,143,184,152,205,235,149,0.20993,PC2018
8 Treatts Rd,68.5SYD8,68.5,170,143,184,152,205,235,149,0.20993,PC2018
92 Griffiths St. balgowlah,113.18SYD8,113.18,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,19.19SYD8,19.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,21.19SYD8,21.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,37.19SYD8,37.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,45.19SYD8,45.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,49.19SYD8,49.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,64.19SYD8,64.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,72.19SYD8,72.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,83.19SYD8,83.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,87.19SYD8,87.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,100.19SYD8,100.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,103.19SYD8,103.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,105.19SYD8,105.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,123.19SYD8,123.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,127.19SYD8,127.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,141.19SYD8,141.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,148.19SYD8,148.19,170,143,181,152,201,235,149,0.21013,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,161.19SYD8,161.19,170,143,181,152,201,235,149,0.21013,PC2018
430 Mona Vale Rd.,116.3SYD8,116.3,170,143,175,152,209,231,137,0.21338,PC2018
7th Fourth Avenue Jannali,20.11SYD8,20.11,170,143,175,152,209,231,137,0.21338,PC2018
430 Mona Vale Rd.,64.3SYD8,64.3,168,143,184,154,201,233,149,0.21338,PC2018
UNISYD,132.2SYD8,132.2,168,143,184,154,201,233,149,0.21338,PC2018
38 Park Ave Ashfield,151.12SYD8,151.12,159,143,175,150,201,233,137,0.21366,PC2018
92 Griffiths St. balgowlah,16.18SYD8,16.18,159,143,175,152,203,233,153,0.21571,PC2018
92 Griffiths St. balgowlah,55.18SYD8,55.18,159,143,175,152,203,233,153,0.21571,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,34.19SYD8,34.19,159,143,175,152,203,233,153,0.21571,PC2018
1 Oberon Cresc,58.8SYD8,58.8,170,146,175,152,209,235,149,0.21578,PC2018
8 Treatts Rd,98.5SYD8,98.5,170,146,175,152,209,235,149,0.21578,PC2018
430 Mona Vale Rd.,127.3SYD8,127.3,170,143,175,154,209,235,149,0.21786,PC2018
67-71 Eton St Sutherland,126.6SYD8,126.6,170,143,175,154,209,235,149,0.21786,PC2018
8 Treatts Rd,81.5SYD8,81.5,170,143,175,154,209,235,149,0.21786,PC2018
20 Philip Rd Mona Vale,2.9SYD8,2.9,168,143,175,152,205,235,149,0.21945,PC2018
20 Philip Rd Mona Vale,68.9SYD8,68.9,168,143,175,152,205,235,149,0.21945,PC2018
20 Philip Rd Mona Vale,138.9SYD8,138.9,168,143,175,152,205,235,149,0.21945,PC2018
430 Mona Vale Rd.,153.3SYD8,153.3,168,143,175,152,205,235,149,0.21945,PC2018
1 Oberon Cresc,52.8SYD8,52.8,159,143,175,154,201,233,137,0.22355,PC2018
430 Mona Vale Rd.,69.3SYD8,69.3,168,143,175,150,209,233,149,0.22493,PC2018
430 Mona Vale Rd.,70.3SYD8,70.3,168,143,175,150,209,233,149,0.22493,PC2018
67-71 Eton St Sutherland,7.6SYD8,7.6,170,143,184,154,209,233,149,0.22524,PC2018
20 Philip Rd Mona Vale,23.9SYD8,23.9,168,143,184,152,205,233,149,0.22685,PC2018
430 Mona Vale Rd.,108.3SYD8,108.3,170,143,175,150,201,235,137,0.22894,PC2018
67-71 Eton St Sutherland,98.6SYD8,98.6,168,143,175,154,209,233,149,0.23498,PC2018
67-71 Eton St Sutherland,140.6SYD8,140.6,170,146,175,152,201,235,137,0.2369,PC2018
7th Fourth Avenue Jannali,37.11SYD8,37.11,170,146,175,152,201,235,137,0.2369,PC2018
4 Goodlet St. Surry Hills,48.17SYD8,48.17,159,143,175,152,205,233,137,0.23721,PC2018
92 Griffiths St. balgowlah,183.18SYD8,183.18,159,143,175,152,205,233,137,0.23721,PC2018
UNISYD,39.2SYD8,39.2,170,143,184,152,203,233,153,0.23856,PC2018
67-71 Eton St Sutherland,71.6SYD8,71.6,170,143,175,154,201,235,137,0.23905,PC2018
7th Fourth Avenue Jannali,40.11SYD8,40.11,170,146,175,150,203,233,149,0.23906,PC2018
beauford Ave Ros parents,41.14SYD8,41.14,170,146,175,150,203,233,149,0.23906,PC2018
beauford Ave Ros parents,66.14SYD8,66.14,170,146,175,150,203,233,149,0.23906,PC2018
beauford Ave Ros parents,76.14SYD8,76.14,170,146,175,150,203,233,149,0.23906,PC2018
430 Mona Vale Rd.,17.3SYD8,17.3,170,146,184,152,201,233,137,0.24448,PC2018
UNISYD,58.2SYD8,58.2,170,146,184,152,201,233,137,0.24448,PC2018
92 Griffiths St. balgowlah,59.18SYD8,59.18,168,143,175,150,201,233,137,0.24632,PC2018
20 Philip Rd Mona Vale,116.9SYD8,116.9,170,143,184,154,201,233,137,0.24665,PC2018
7th Fourth Avenue Jannali,153.11SYD8,153.11,170,143,175,150,201,233,153,0.25475,PC2018
beauford Ave Ros parents,83.14SYD8,83.14,170,143,175,150,201,233,153,0.25475,PC2018
92 Griffiths St. balgowlah,106.18SYD8,106.18,159,143,175,150,201,231,149,0.25812,PC2018
7th Fourth Avenue Jannali,16.11SYD8,16.11,170,143,181,152,201,233,137,0.26092,PC2018
67-71 Eton St Sutherland,66.6SYD8,66.6,159,143,184,152,209,235,149,0.26412,PC2018
8 Treatts Rd,28.5SYD8,28.5,159,143,184,152,209,235,149,0.26412,PC2018
67-71 Eton St Sutherland,187.6SYD8,187.6,170,143,175,154,201,233,153,0.26517,PC2018
67-71 Eton St Sutherland,42.6SYD8,42.6,159,146,175,152,201,231,149,0.26636,PC2018
8 Treatts Rd,46.5SYD8,46.5,170,146,175,152,209,233,137,0.26695,PC2018
8 Treatts Rd,86.5SYD8,86.5,170,146,175,152,209,233,137,0.26695,PC2018
67-71 Eton St Sutherland,53.6SYD8,53.6,172,143,175,152,201,233,149,0.27008,PC2018
67-71 Eton St Sutherland,87.6SYD8,87.6,172,143,175,152,201,233,149,0.27008,PC2018
67-71 Eton St Sutherland,110.6SYD8,110.6,172,143,175,152,201,233,149,0.27008,PC2018
67-71 Eton St Sutherland,167.6SYD8,167.6,172,143,175,152,201,233,149,0.27008,PC2018
7th Fourth Avenue Jannali,51.11SYD8,51.11,172,143,175,152,201,233,149,0.27008,PC2018
7th Fourth Avenue Jannali,112.11SYD8,112.11,172,143,175,152,201,233,149,0.27008,PC2018
20 Philip Rd Mona Vale,42.9SYD8,42.9,168,143,184,152,203,231,149,0.27567,PC2018
430 Mona Vale Rd.,126.3SYD8,126.3,168,143,184,152,203,231,149,0.27567,PC2018
20 Philip Rd Mona Vale,43.9SYD8,43.9,157,143,184,152,201,233,149,0.27854,PC2018
20 Philip Rd Mona Vale,113.9SYD8,113.9,170,143,175,152,205,233,153,0.27949,PC2018
67-71 Eton St Sutherland,156.6SYD8,156.6,170,143,175,152,205,233,153,0.27949,PC2018
430 Mona Vale Rd.,26.3SYD8,26.3,159,143,175,150,203,235,149,0.28078,PC2018
430 Mona Vale Rd.,143.1SYD8,143.1,159,143,175,150,203,235,149,0.28078,PC2018
20 Philip Rd Mona Vale,144.9SYD8,144.9,170,143,184,150,201,231,149,0.28211,PC2018
4 Goodlet St. Surry Hills,27.17SYD8,27.17,159,146,175,152,203,235,149,0.28918,PC2018
430 Mona Vale Rd.,5.1SYD8,5.1,159,146,175,152,203,235,149,0.28918,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,155.19SYD8,155.19,170,146,184,152,201,231,149,0.29052,PC2018
92 Griffiths St. balgowlah,53.18SYD8,53.18,170,143,184,154,201,231,149,0.29277,PC2018
25 Strickland Ave.,58.4SYD8,58.4,168,143,184,152,209,235,149,0.2986,PC2018
4 Goodlet St. Surry Hills,37.17SYD8,37.17,168,143,184,152,209,235,149,0.2986,PC2018
67-71 Eton St Sutherland,158.6SYD8,158.6,159,143,184,154,203,233,149,0.2994,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,7.19SYD8,7.19,168,146,175,152,201,231,149,0.3009,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,31.19SYD8,31.19,168,146,175,152,201,231,149,0.3009,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,171.19SYD8,171.19,168,146,175,152,201,231,149,0.3009,PC2018
1 Oberon Cresc,2.8SYD8,2.8,168,143,175,154,201,231,149,0.30317,PC2018
430 Mona Vale Rd.,119.3SYD8,119.3,168,143,175,154,201,231,149,0.30317,PC2018
8 Treatts Rd,104.5SYD8,104.5,168,143,175,154,201,231,149,0.30317,PC2018
20 Philip Rd Mona Vale,101.9SYD8,101.9,170,143,184,150,203,235,149,0.30519,PC2018
4 Goodlet St. Surry Hills,35.7SYD8,35.7,170,143,175,150,209,231,149,0.3053,PC2018
4 Goodlet St. Surry Hills,64.7SYD8,64.7,170,143,175,150,209,231,149,0.3053,PC2018
1 Oberon Cresc,57.8SYD8,57.8,170,143,184,152,205,231,149,0.30737,PC2018
4 Goodlet St. Surry Hills,22.7SYD8,22.7,170,143,181,152,201,231,149,0.30759,PC2018
4 Goodlet St. Surry Hills,40.7SYD8,40.7,170,143,181,152,201,231,149,0.30759,PC2018
4 Goodlet St. Surry Hills,50.7SYD8,50.7,170,143,181,152,201,231,149,0.30759,PC2018
4 Goodlet St. Surry Hills,72.7SYD8,72.7,170,143,181,152,201,231,149,0.30759,PC2018
430 Mona Vale Rd.,102.3SYD8,102.3,159,143,175,152,209,235,137,0.30967,PC2018
430 Mona Vale Rd.,133.3SYD8,133.3,170,143,184,152,203,231,137,0.31108,PC2018
7th Fourth Avenue Jannali,30.11SYD8,30.11,170,143,184,154,203,235,149,0.316,PC2018
7th Fourth Avenue Jannali,49.11SYD8,49.11,170,143,184,154,203,235,149,0.316,PC2018
7th Fourth Avenue Jannali,178.11SYD8,178.11,170,143,184,154,203,235,149,0.316,PC2018
8 Treatts Rd,72.5SYD8,72.5,170,143,184,154,203,235,149,0.316,PC2018
430 Mona Vale Rd.,52.3SYD8,52.3,170,143,175,154,209,231,149,0.3161,PC2018
4 Goodlet St. Surry Hills,82.7SYD8,82.7,159,143,178,152,201,233,149,0.3168,PC2018
25 Strickland Ave.,10.4SYD8,10.4,168,143,175,152,205,231,149,0.31785,PC2018
25 Strickland Ave.,39.4SYD8,39.4,168,143,175,152,205,231,149,0.31785,PC2018
25 Strickland Ave.,61.4SYD8,61.4,168,143,175,152,205,231,149,0.31785,PC2018
67-71 Eton St Sutherland,128.6SYD8,128.6,168,143,175,152,205,231,149,0.31785,PC2018
8 Treatts Rd,70.5SYD8,70.5,168,143,175,152,205,231,149,0.31785,PC2018
92 Griffiths St. balgowlah,143.18SYD8,143.18,168,143,175,152,205,231,149,0.31785,PC2018
92 Griffiths St. balgowlah,171.18SYD8,171.18,168,143,175,152,205,231,149,0.31785,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,39.19SYD8,39.19,168,143,175,152,205,231,149,0.31785,PC2018
7th Fourth Avenue Jannali,122.11SYD8,122.11,168,143,184,152,201,235,137,0.32141,PC2018
1 Oberon Cresc,3.8SYD8,3.8,157,143,175,152,201,233,137,0.32452,PC2018
4 Goodlet St. Surry Hills,65.7SYD8,65.7,168,143,175,154,203,235,149,0.32651,PC2018
430 Mona Vale Rd.,37.3SYD8,37.3,168,143,175,154,203,235,149,0.32651,PC2018
430 Mona Vale Rd.,66.1SYD8,66.1,170,143,175,152,206,235,149,0.32876,PC2018
67-71 Eton St Sutherland,23.6SYD8,23.6,170,143,175,152,206,235,149,0.32876,PC2018
430 Mona Vale Rd.,31.3SYD8,31.3,170,143,175,152,203,231,153,0.33045,PC2018
UNISYD,64.2SYD8,64.2,170,146,175,150,201,235,149,0.33083,PC2018
38 Park Ave Ashfield,41.12SYD8,41.12,168,146,184,152,203,233,149,0.3323,PC2018
1 Oberon Cresc,16.8SYD8,16.8,170,143,178,152,201,235,149,0.33352,PC2018
8 Treatts Rd,90.5SYD8,90.5,170,143,178,152,201,235,149,0.33352,PC2018
20 Philip Rd Mona Vale,8.9SYD8,8.9,170,143,184,152,209,235,137,0.33444,PC2018
38 Park Ave Ashfield,142.12SYD8,142.12,168,143,184,154,203,233,149,0.3346,PC2018
67-71 Eton St Sutherland,38.6SYD8,38.6,168,143,184,154,203,233,149,0.3346,PC2018
67-71 Eton St Sutherland,70.6SYD8,70.6,168,143,184,154,203,233,149,0.3346,PC2018
Ros House Woodland street,23.13SYD8,23.13,168,143,184,154,203,233,149,0.3346,PC2018
Ros House Woodland street,132.13SYD8,132.13,159,143,175,150,203,233,137,0.3349,PC2018
38 Park Ave Ashfield,94.12SYD8,94.12,170,143,184,152,206,233,149,0.33686,PC2018
38 Park Ave Ashfield,166.12SYD8,166.12,170,143,184,152,206,233,149,0.33686,PC2018
67-71 Eton St Sutherland,80.6SYD8,80.6,170,143,184,152,206,233,149,0.33686,PC2018
67-71 Eton St Sutherland,93.6SYD8,93.6,170,146,184,150,201,233,149,0.33893,PC2018
7th Fourth Avenue Jannali,32.11SYD8,32.11,170,146,184,150,201,233,149,0.33893,PC2018
7th Fourth Avenue Jannali,132.11SYD8,132.11,170,146,184,150,201,233,149,0.33893,PC2018
38 Park Ave Ashfield,55.12SYD8,55.12,168,143,175,152,201,235,153,0.34085,PC2018
38 Park Ave Ashfield,87.12SYD8,87.12,168,143,175,152,201,235,153,0.34085,PC2018
Ros House Woodland street,102.13SYD8,102.13,168,143,175,152,201,235,153,0.34085,PC2018
7th Fourth Avenue Jannali,183.11SYD8,183.11,170,146,175,154,201,235,149,0.34173,PC2018
