Filavacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1,0.0943,121.6RG,31.3,85.5,17.6,70.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1,0.0989,37.13RG,71.11RG,68.7RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1,0.0977,53.2RG,8.2,20.5,78.11,78.18,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1,0.0967,45.8RG,5.17RG,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1,0.0975,140.2RG,149.13RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1,0.0975,10.19RG,95.9RG,67.9RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1,0.0846,110.3RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1,0.0995,4.8,12.8,120.9,14.3,20.3,34.1,41.3,94.1,94.3,129.3,136.3,158.1,19.6,26.6,32.6,39.6,55.6,76.6,91.6,125.6,1.11,15.11,31.11,65.11,72.11,136.11,181.11,1.5,15.5,26.5,45.5,61.5,74.5,73.18,70.14,48.19,60.19,62.19,82.19,92.19,95.19,110.19,114.19,152.19,177.19,74.2,109.2
173,1,0.1015,1.8,65.8,31.9,84.3,86.1,30.6,147.6,50.11,52.11,82.11,85.11,8.5,87.5,34.18,165.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1,0.0959,60.8,104.6,169.6,6.18,110.18,152.18,117.14,113.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1,0.0994,5.16,29.8,59.8,72.8,26.9,36.9,9.3,62.3,100.3,130.3,132.3,140.3,158.3,27.6,95.6,105.6,116.6,139.6,164.6,77.11,88.11,100.11,117.11,131.11,13.5,33.5,84.5,108.5,18.18,44.19,59.19,65.19,90.19,109.19,116.19,122.19,129.19,169.19,90.13,,,,,,,,
176,1,0.0994,49.9,136.9,171.9,92.3,154.3,37.6,111.6,132.6,175.6,5.11,123.11,126.11,114.18,35.19,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0.992,0.0984,133.9,72.6,68.19,134.19,84.2,131.3,2.11,19.11,73.19,143.19,125.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1,0.0995,68.8,7.7,56.7,67.7,69.7,25.1,124.3,142.3,144.3,11.6,64.6,148.6,151.6,64.11,32.19,170.19,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1,0.0992,21.8,98.9,43.3,113.3,141.3,38.11,22.2,27.8,82.6,69.5,94.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1,0.1019,25.8,123.12,24.6,104.11,128.11,111.13,6.1,68.3,105.1,41.11,170.11,176.11,161.18,119.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1,0.0983,9.8,50.8,17.11,142.11,146.11,54.5,70.9,96.9,109.9,150.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1,0.0996,161.3,101.6,135.6,7.11,42.11,97.11,69.19,120.13,43.8,32.17,34.17,178.19,184.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0.9884,0.0981,54.8,54.9,153.1,10.6,81.6,154.6,115.11,58.9,61.3,155.6,118.11,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1,0.0988,70.8,12.9,39.9,89.9,164.9,102.1,112.3,126.1,69.6,18.11,177.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0.9869,0.0935,71.1,130.1,84.9,141.2,136.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1,0.0988,105.3,118.3,159.3,49.5,20.17,90.3,180.11,37.5,91.18,142.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0.9751,0.0958,81.1,74.6,42.12,11.9,139.9,48.12,158.18,29.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1,0.0994,15.8,30.8,56.3,50.6,145.6,114.11,133.11,23.5,62.9,120.6,39.11,101.11,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1,0.0995,104.9,156.9,169.9,22.6,26.8,23.7,66.7,81.7,86.7,74.3,189.6,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1,0.0982,99.1,34.11,82.5,7.2,59.9,173.9,71.3,136.1,160.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1,0.0982,135.9,8.18,180.18,4.13,184.13,50.12,105.12,59.6,119.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1,0.0989,107.6,23.11,44.17,22.3,94.12,166.12,80.6,99.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,0.9981,0.0432,29.1,79.3,73.6,4.11,36.11,156.11,2.5,72.9,155.9,62.5,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1,0.098,134.9,148.3,134.11,135.3,150.3,22.5,6.3,69.1,165.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0.9869,0.0963,108.6,107.5,37.9,107.12,35.11,5.2,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,0.9878,0.0972,40.3,52.1,103.12,108.12,59.11,58.8,98.5,46.5,86.5,157.12,57.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1,0.0991,39.5,68.6,24.19,153.11,83.14,113.9,156.6,111.14,20.9,143.9,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1,0.0975,34.8,17.1,4.14,158.13,160.9,45.3,32.5,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1,0.0971,25.9,60.3,142.1,149.1,65.6,66.11,127.14,17.19,26.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1,0.0732,35.5,159.6,158.6,171.11,20.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1,0.0991,167.9,88.3,157.3,131.6,58.19,7.19,31.19,171.19,6.8,5.19,41.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1,0.0977,62.12,112.12,85.3,30.11,49.11,178.11,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1,0.0971,61.11,139.11,12.1,58.1,72.1,82.1,114.1,148.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1,0.098,53.9,14.6,156.18,10.15,127.6,121.11,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0.6727,0.0668,14.9,89.11,185.11,16.18,55.18,34.19,21.13,40.17,74.12,15.2,22.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1,0.0988,4.9,15.9,92.6,91.9,170.6,157.9,147.3,28.3,85.1,25.6,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1,0.103,121.3,130.6,166.9,35.3,8.6,106.6,25.5,102.3,53.11,78.19,8.3,126.19,76.3,111.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1,0.0986,75.1,97.1,137.3,157.11,24.5,2.8,119.3,104.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1,0.0985,47.1,112.1,143.3,174.6,25.11,110.11,67.18,17.14,90.14,139.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1,0.0993,109.5,4.19,23.19,27.19,40.19,56.19,57.19,84.19,140.19,160.19,164.19,174.19,179.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,0.8382,0.0828,49.3,7.6,89.3,77.5,29.6,9.18,117.6,63.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,0.9999,0.0985,40.8,112.18,13.11,175.11,13.15,6.2,114.6,147.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1,0.099,48.8,172.6,182.6,82.14,124.6,149.6,11.11,75.9,87.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1,0.0987,90.1,99.3,46.6,41.8,75.2,66.6,28.5,58.4,37.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1,0.1003,3.9,40.13,57.8,133.3,86.9,146.9,170.9,147.1,19.8,33.9,78.9,36.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1,0.1003,10.7,15.7,18.7,20.7,34.7,42.7,53.7,71.7,74.7,84.7,85.7,97.7,99.7,77.1,92.5,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,0.978,0.0933,45.11,12.5,73.3,52.5,33.3,181.13,156.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0.9922,0.097,40.5,63.14,2.14,37.14,106.14,20.14,110.14,114.14,3.14,57.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1,0.0982,102.9,79.6,8.19,80.19,132.19,86.19,117.19,173.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1,0.0974,173.6,19.9,97.9,155.11,8.9,114.3,42.3,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1,0.099,18.8,74.9,141.9,87.1,44.9,137.9,78.6,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1,0.0987,64.9,164.11,103.6,81.14,117.3,121.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1,0.0985,54.1,96.3,119.6,142.12,38.6,70.6,23.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,0.9782,0.0949,5.8,61.6,71.6,55.14,69.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,0.9999,0.0975,78.3,55.11,83.11,77.6,156.12,86.12,152.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1,0.0983,179.6,128.19,10.11,26.11,17.13,152.1,159.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1,0.1014,18.17,33.19,98.19,150.19,50.19,102.19,120.19,121.19,151.19,75.19,108.19,66.19,77.19,149.19,157.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,0.9861,0.0957,94.9,183.18,106.18,131.2,97.12,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,0.9999,0.0971,11.7,165.11,107.13,82.7,50.5,91.14,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1,0.0989,13.3,183.11,127.2,60.1,151.3,122.13,20.2,121.2,29.13,40.6,163.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1,0.0995,17.4,64.4,73.5,154.18,52.19,180.19,10.4,39.4,61.4,128.6,70.5,143.18,171.18,39.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1,0.0976,27.11,8.14,144.9,54.3,99.11,115.18,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,0.991,0.0914,66.3,2.9,68.9,138.9,153.3,80.3,32.8,46.3,157.18,127.11,23.17,97.3,15.3,87.3,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,0.9999,0.0967,159.9,39.3,63.3,104.3,90.9,125.3,89.5,26.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1,0.0892,51.2,90.6,135.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1,0.0992,1.1,7.1,18.1,33.1,41.1,55.1,61.1,78.1,88.1,93.1,98.1,100.1,101.1,118.1,125.1,132.1,144.1,145.1,160.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,0.9999,0.1017,33.8,21.14,33.14,65.7,37.3,106.3,106.11,45.14,11.3,87.13,1.18,7.17,84.6,98.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,0.9775,0.0989,136.6,127.3,126.6,81.5,35.7,64.7,52.3,82.3,6.11,33.11,54.11,36.6,159.1,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,0.9772,0.0941,6.7,8.7,47.3,100.5,4.7,30.7,48.7,62.7,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1,0.1056,113.18,19.19,21.19,37.19,45.19,49.19,64.19,72.19,83.19,87.19,100.19,103.19,105.19,123.19,127.19,141.19,148.19,161.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1,0.0941,116.3,20.11,138.12,72.3,155.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1,0.0989,64.3,132.2,24.3,124.18,139.3,37.18,67.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1,0.0661,52.8,3.8,61.17,29.7,68.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,0.9877,0.0969,40.11,41.14,66.14,76.14,25.14,119.14,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1,0.0942,53.6,87.6,110.6,167.6,51.11,112.11,29.11,58.11,107.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,0.9943,0.0921,43.9,105.9,140.9,47.13,45.9,153.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1,0.0991,22.7,40.7,50.7,72.7,31.7,38.7,92.7,9.7,21.7,26.7,43.7,47.7,63.7,33.7,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1,0.0927,66.1,23.6,85.9,21.3,29.9,30.9,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1,0.0919,16.8,90.5,49.8,9.5,93.3,37.8,101.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,0.9998,0.0986,55.3,103.9,49.6,162.11,118.9,67.5,24.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,0.9999,0.0984,17.9,162.6,56.9,60.2,16.6,46.11,168.9,134.6,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1,0.0981,42.8,167.11,23.15,158.9,66.9,139.19,185.19,20.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,0.6825,0.0673,134.3,14.14,68.13,40.9,40.14,112.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1,0.0953,131.18,141.11,70.12,96.18,57.2,77.12,141.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1,0.0994,4.1,77.14,96.11,5.6,49.1,119.1,128.1,12.6,144.11,103.11,145.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,0.9998,0.0982,4.3,110.2,17.8,83.6,63.17,58.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,1,0.0989,37.7,55.7,73.7,76.7,90.7,91.7,93.7,36.7,45.7,57.7,61.7,79.7,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1,0.093,81.3,2.18,5.3,162.9,27.3,149.18,32.3,8.1,186.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1,0.0995,75.12,101.12,121.12,65.12,76.12,116.12,37.12,89.12,165.12,22.12,144.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1,0.0993,18.14,34.14,1.14,11.14,87.14,126.14,12.14,107.14,89.14,112.14,128.14,29.14,92.14,69.14,125.14,137.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,0.7734,0.0709,16.9,35.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1,0.098,48.11,163.19,166.19,184.11,140.11,142.2,76.11,70.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,1,0.1161,151.18,136.13,19.13,28.2,94.14,116.14,132.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1,0.0993,47.9,6.5,42.19,128.18,50.3,32.9,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,0.9993,0.096,115.6,82.9,21.5,36.8,148.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1,0.0973,48.1,26.1,59.1,68.1,106.1,108.1,135.1,151.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1,0.0989,9.1,13.1,37.1,39.1,45.1,48.3,57.1,62.1,65.1,80.1,96.1,107.1,109.3,115.1,129.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1,0.1003,3.7,39.7,41.7,59.7,78.7,80.7,83.7,13.7,14.7,24.7,27.7,51.7,54.7,87.7,94.7,100.7,101.7,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1,0.098,10.1,22.1,38.1,67.1,84.1,89.1,95.1,104.1,109.1,127.1,133.1,155.1,156.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
