(Fila vacia),,,,,,,,,,,,,,,,,,
271,1,0.0993,407.3RG,132.4,130.1,276.4,318.3,302.4,24.3,273.5,,,,,,,,
272,1,0.0986,186.2RG,444.1RG,271.2,164.1,233.2,13.3,29.5,374.2,,,,,,,,
273,1,0.098,318.2RG,383.1RG,21.4,432.2,518.2,88.4,,,,,,,,,,
274,1,0.0893,191.4RG,475.3RG,37.2,219.5,143.4,,,,,,,,,,,
275,1,0.0986,295.4RG,411.3RG,173.2,217.1,10.4,522.2,95.2,36.5,170.2,,,,,,,
276,1,0.1069,300.2RG,481.3RG,195.1RG,430.3RG,520.1,,,,,,,,,,,
277,0.542,0.0556,459.2RG,348.2RG,133.5,492.2,483.2,178.3,432.1,37.3,96.3,207.2,312.2,462.2,,,,
278,1,0.0993,120.4RG,112.2,301.5,364.5,139.3,367.4,528.2,,,,,,,,,
279,1,0.0897,443.2RG,179.2,,,,,,,,,,,,,,
280,1,0.0996,425.3RG,97.4RG,390.3,394.4,286.1,241.1,483.3,210.1,272.1,,,,,,,
281,1,0.0996,187.4RG,226.1RG,99.3RG,428.3RG,154.2,92.5,114.3,,,,,,,,,
282,1,0.0981,91.5RG,406.1RG,281.2,,,,,,,,,,,,,
283,1,0.0994,513.2RG,226.3RG,435.1,262.4,141.1,309.2,12.1,,,,,,,,,
